,price,profit,total_cost,price_per_item,profit_per_item,item_order,effects
0,67.20000457763672,20.20000457763672,47.0,67.20000457763672,20.20000457763672,Megabean,"CYCLOPEAN, FOGGY"
1,60.900001525878906,11.900001525878906,49.0,60.900001525878906,11.900001525878906,Horse semen,"ENERGIZING, LONG_FACED"
2,58.80000305175781,14.800003051757812,44.0,58.80000305175781,14.800003051757812,Viagra,"ENERGIZING, TROPIC_THUNDER"
3,58.099998474121094,9.099998474121094,49.0,58.099998474121094,9.099998474121094,Addy,"ENERGIZING, THOUGHT_PROVOKING"
4,57.39999771118164,15.39999771118164,42.0,57.39999771118164,15.39999771118164,Banana,"GINGERITIS, THOUGHT_PROVOKING"
5,57.39999771118164,9.39999771118164,48.0,57.39999771118164,9.39999771118164,Iodine,"ENERGIZING, JENNERISING"
6,56.70000076293945,8.700000762939453,48.0,56.70000076293945,8.700000762939453,Battery,"BRIGHT_EYED, ENERGIZING"
7,56.0,9.0,47.0,56.0,9.0,Chili,"ENERGIZING, SPICY"
8,53.89999771118164,7.899997711181641,46.0,53.89999771118164,7.899997711181641,Energy drink,"ATHLETIC, ENERGIZING"
9,53.20000076293945,9.200000762939453,44.0,53.20000076293945,9.200000762939453,Mouthwash,"BALDING, ENERGIZING"
10,52.5,9.5,43.0,52.5,9.5,Donut,"CALORIE_DENSE, ENERGIZING"
11,51.79999923706055,6.799999237060547,45.0,51.79999923706055,6.799999237060547,Flu-meds,"ENERGIZING, SEDATING"
12,51.10000228881836,5.100002288818359,46.0,51.10000228881836,5.100002288818359,Motor oil,"MUNCHIES, SLIPPERY"
13,43.400001525878906,0.40000152587890625,43.0,43.400001525878906,0.40000152587890625,Paracetamol,"PARANOIA, SNEAKY"
14,85.4000015258789,29.400001525878906,56.0,42.70000076293945,14.700000762939453,Megabean -> Horse semen,"CYCLOPEAN, FOGGY, LONG_FACED"
15,83.30000305175781,32.30000305175781,51.0,41.650001525878906,16.150001525878906,Megabean -> Viagra,"CYCLOPEAN, FOGGY, TROPIC_THUNDER"
16,41.30000305175781,-3.6999969482421875,45.0,41.30000305175781,-3.6999969482421875,Gasoline,"EUPHORIC, TOXIC"
17,81.19999694824219,26.199996948242188,55.0,40.599998474121094,13.099998474121094,Battery -> Megabean,"BRIGHT_EYED, CYCLOPEAN, FOGGY"
18,80.5,26.5,54.0,40.25,13.25,Megabean -> Chili,"CYCLOPEAN, FOGGY, SPICY"
19,78.4000015258789,20.400001525878906,58.0,39.20000076293945,10.200000762939453,Addy -> Horse semen,"ELECTRIFYING, ENERGIZING, LONG_FACED"
20,78.4000015258789,23.400001525878906,55.0,39.20000076293945,11.700000762939453,Megabean -> Battery,"BRIGHT_EYED, FOGGY, GLOWING"
21,77.70000457763672,21.70000457763672,56.0,38.85000228881836,10.85000228881836,Megabean -> Addy,"CYCLOPEAN, ENERGIZING, THOUGHT_PROVOKING"
22,77.70000457763672,26.70000457763672,51.0,38.85000228881836,13.35000228881836,Mouthwash -> Megabean,"BALDING, CYCLOPEAN, FOGGY"
23,77.0,23.0,54.0,38.5,11.5,Motor oil -> Battery,"BRIGHT_EYED, SLIPPERY, TROPIC_THUNDER"
24,77.0,24.0,53.0,38.5,12.0,Horse semen -> Viagra,"ENERGIZING, LONG_FACED, TROPIC_THUNDER"
25,77.0,27.0,50.0,38.5,13.5,Donut -> Megabean,"CALORIE_DENSE, CYCLOPEAN, FOGGY"
26,76.30000305175781,24.300003051757812,52.0,38.150001525878906,12.150001525878906,Megabean -> Flu-meds,"CYCLOPEAN, FOGGY, SEDATING"
27,75.60000610351562,17.600006103515625,58.0,37.80000305175781,8.800003051757812,Horse semen -> Addy,"ELECTRIFYING, ENERGIZING, THOUGHT_PROVOKING"
28,75.60000610351562,24.600006103515625,51.0,37.80000305175781,12.300003051757812,Banana -> Horse semen,"ELECTRIFYING, LONG_FACED, REFRESHING"
29,75.59999084472656,18.599990844726562,57.0,37.79999542236328,9.299995422363281,Iodine -> Horse semen,"ENERGIZING, JENNERISING, LONG_FACED"
30,74.9000015258789,18.900001525878906,56.0,37.45000076293945,9.450000762939453,Addy -> Megabean,"CYCLOPEAN, ENERGIZING, FOGGY"
31,74.89999389648438,17.899993896484375,57.0,37.44999694824219,8.949996948242188,Battery -> Horse semen,"BRIGHT_EYED, ENERGIZING, LONG_FACED"
32,74.20000457763672,25.20000457763672,49.0,37.10000228881836,12.60000228881836,Motor oil -> Paracetamol,"ANTI_GRAVITY, SLIPPERY, SNEAKY"
33,74.19999694824219,21.199996948242188,53.0,37.099998474121094,10.599998474121094,Addy -> Viagra,"ENERGIZING, THOUGHT_PROVOKING, TROPIC_THUNDER"
34,74.19999694824219,18.199996948242188,56.0,37.099998474121094,9.099998474121094,Horse semen -> Chili,"ENERGIZING, LONG_FACED, SPICY"
